,2015db_fs11,badge_gray,scoreDiv_fwb,formBox,fs11
94,프리메라,핸디캡,"AT마드
점수
0.5
H -2.5
:
점수
1 레반테","승
2.70
-패
1.24","01.04 (일)
00:00"
95,프리메라,일반,"세비야
점수
1 :
점수
0 셀타비고","승
1.42
무
3.65
패
5.00","01.04 (일)
02:00"
96,프리메라,핸디캡,"세비야
점수
0
H -1.0
:
점수
0 셀타비고","승
2.29배당률 하락
무
3.10배당률 하락
패
2.40배당률 상승","01.04 (일)
02:00"
97,프리메라,일반,"엘체
점수
2 :
점수
2 비야레알","승
5.10배당률 상승
무
3.40배당률 상승
패
1.46배당률 하락","01.04 (일)
04:00"
98,프FA컵,일반,"SC바스티
점수
2 :
점수
0 LOSC릴","승
2.70
무
2.90
패
2.17","01.04 (일)
04:45"
99,프리메라,일반,"데포라코
점수
1 :
점수
0 빌바오","승
2.85배당률 상승
무
2.95배당률 하락
패
2.06배당률 하락","01.04 (일)
06:00"
100,프리메라,일반,"말라가
점수
1 :
점수
2 알메리아","승
1.38
무
3.85
패
5.20","01.04 (일)
06:00"
101,프리메라,핸디캡,"말라가
점수
0
H -1.0
:
점수
2 알메리아","승
2.18배당률 하락
무
3.15배당률 하락
패
2.50배당률 상승","01.04 (일)
06:00"
102,NBA,일반,"올랜도
점수
90 :
점수
98 샬럿","승
1.27배당률 하락
-패
2.57배당률 상승","01.04 (일)
09:00"
103,NBA,핸디캡,"올랜도
점수
84.5
H -5.5
사전조건 변경
:
점수
98 샬럿","승
1.66
-패
1.74","01.04 (일)
09:00"
104,NBA,일반,"시카고B
점수
109 :
점수
104 보스턴C","승
1.09
-패
3.86","01.04 (일)
10:00"
105,NBA,핸디캡,"시카고B
점수
98.5
H -10.5
:
점수
104 보스턴C","승
1.71
-패
1.69","01.04 (일)
10:00"
106,NBA,일반,"휴스턴R
점수
115 :
점수
79 마이애H","승
1.17
-패
3.11","01.04 (일)
10:00"
107,NBA,핸디캡,"휴스턴R
점수
106.5
H -8.5
:
점수
79 마이애H","승
1.72
-패
1.68","01.04 (일)
10:00"
108,NBA,일반,"미네울브
점수
89 :
점수
101 유타재즈","승
1.54배당률 하락
-패
1.90배당률 상승","01.04 (일)
10:00"
109,NBA,핸디캡,"미네울브
점수
87.5
H -1.5
사전조건 변경
:
점수
101 유타재즈","승
1.65배당률 하락
-패
1.75배당률 상승","01.04 (일)
10:00"
110,NBA,일반,"샌안토니
점수
101 :
점수
92 워싱턴W","승
1.38배당률 하락
-패
2.21배당률 상승","01.04 (일)
10:30"
111,NBA,핸디캡,"샌안토니
점수
96.5
H -4.5
사전조건 변경
:
점수
92 워싱턴W","승
1.72
-패
1.68","01.04 (일)
10:30"
112,NBA,일반,"덴버
점수
114 :
점수
85 멤피스","승
1.98
-패
1.49","01.04 (일)
11:00"
113,NBA,핸디캡,"덴버
점수
116.5
H +2.5
:
점수
85 멤피스","승
1.73
-패
1.67","01.04 (일)
11:00"
114,NBA,일반,"포틀랜드
점수
107 :
점수
115 애틀란H","승
1.24
-패
2.70","01.04 (일)
12:00"
115,NBA,핸디캡,"포틀랜드
점수
100.5
H -6.5
:
점수
115 애틀란H","승
1.66
-패
1.74","01.04 (일)
12:00"
116,NBA,일반,"LA클리
점수
127 :
점수
91 필라76","승
1.01
-패
5.37","01.04 (일)
12:30"
117,NBA,핸디캡,"LA클리
점수
110.5
H -16.5
사전조건 변경
:
점수
91 필라76","승
1.70
-패
1.70","01.04 (일)
12:30"
118,KBL,일반,"오리온스
점수
67 :
점수
71 원주동부","승
2.03배당률 하락
-패
1.46배당률 상승","01.04 (일)
14:00"
119,KBL,핸디캡,"오리온스
점수
70.5
H +3.5
:
점수
71 원주동부","승
1.73
-패
1.67","01.04 (일)
14:00"
120,KBL,언더오버,"오리온스
U/O 145.5
사전조건 변경
총 점수
138 원주동부","U
1.70
-O
1.70","01.04 (일)
14:00"
121,KBL,일반,"KCC
점수
59 :
점수
77 창원LG","승
2.80배당률 상승
-패
1.22배당률 하락","01.04 (일)
14:00"
122,KBL,핸디캡,"KCC
점수
65.5
H +6.5
사전조건 변경
:
점수
77 창원LG","승
1.71
-패
1.69","01.04 (일)
14:00"
123,KBL,언더오버,"KCC
U/O 154.5
총 점수
136 창원LG","U
1.75
-O
1.65","01.04 (일)
14:00"
124,KOVO,일반,"OK저축은
점수
3 :
점수
2 현대캐피","승
1.34배당률 하락
-패
2.32배당률 상승","01.04 (일)
14:00"
125,KOVO,핸디캡,"OK저축은
점수
1.5
H -1.5
:
점수
2 현대캐피","승
1.61
-패
1.80","01.04 (일)
14:00"
126,KOVO,언더오버,"OK저축은
U/O 180.5
총 점수
209 현대캐피","U
1.81배당률 상승
-O
1.60배당률 하락","01.04 (일)
14:00"
127,KBL,일반,"서울SK
점수
76 :
점수
67 전자랜드","승
1.32배당률 하락
-패
2.39배당률 상승","01.04 (일)
16:00"
128,KBL,핸디캡,"서울SK
점수
71.5
H -4.5
사전조건 변경
:
점수
67 전자랜드","승
1.66
-패
1.74","01.04 (일)
16:00"
129,KBL,언더오버,"서울SK
U/O 145.5
사전조건 변경
총 점수
143 전자랜드","U
1.68
-O
1.72","01.04 (일)
16:00"
130,KOVO,일반,"도로공사
점수
3 :
점수
0 IBK","승
1.93배당률 상승
-패
1.52배당률 하락","01.04 (일)
16:00"
131,KOVO,핸디캡,"도로공사
점수
4.5
H +1.5
:
점수
0 IBK","승
1.47
-패
2.02","01.04 (일)
16:00"
132,KOVO,언더오버,"도로공사
U/O 180.5
총 점수
136 IBK","U
1.70
-O
1.70","01.04 (일)
16:00"
133,축INTL,일반,"한국
점수
2 :
점수
0 사우디","승
1.67배당률 하락
무
3.25배당률 상승
패
3.70배당률 상승","01.04 (일)
18:00"
134,축INTL,핸디캡,"한국
점수
1
H -1.0
:
점수
0 사우디","승
3.10배당률 하락
무
3.35배당률 하락
패
1.80배당률 상승","01.04 (일)
18:00"
135,축INTL,언더오버,"한국
U/O 2.5
총 점수
2 사우디","U
1.45
-O
2.05","01.04 (일)
18:00"
136,WKBL,일반,"신한은행
점수
83 :
점수
77 하나외환","승
1.12
-패
3.53","01.04 (일)
19:00"
137,WKBL,핸디캡,"신한은행
점수
76.5
H -6.5
사전조건 변경
:
점수
77 하나외환","승
1.73
-패
1.67","01.04 (일)
19:00"
138,WKBL,언더오버,"신한은행
U/O 129.5
사전조건 변경
총 점수
160 하나외환","U
1.76
-O
1.64","01.04 (일)
19:00"
139,프리메라,일반,"헤타페
점수
1 :
점수
2 라요","승
1.88
무
3.15
패
3.05","01.04 (일)
20:00"
140,프FA컵,일반,"보르도
점수
2 :
점수
1 툴루즈","승
1.78배당률 하락
무
3.20배당률 상승
패
3.30배당률 상승","01.04 (일)
22:15"
141,프FA컵,일반,"랑스
점수
2 :
점수
3 리옹","승
3.65배당률 상승
무
3.30배당률 상승
패
1.67배당률 하락","01.04 (일)
22:15"
142,SPL,일반,"던디FC
점수
1 :
점수
1 로스카운","승
1.81
무
3.25
패
3.15","01.05 (월)
00:00"
143,SPL,일반,"인버네스
점수
1 :
점수
0 세인트미","승
1.41배당률 하락
무
3.80배당률 상승
패
4.90배당률 상승","01.05 (월)
00:00"
144,SPL,핸디캡,"인버네스
점수
0
H -1.0
:
점수
0 세인트미","승
2.45배당률 하락
무
3.35배당률 하락
패
2.13배당률 상승","01.05 (월)
00:00"
145,SPL,일반,"파틱시슬
점수
2 :
점수
2 던디U","승
2.75배당률 상승
무
3.30배당률 상승
패
1.96배당률 하락","01.05 (월)
00:00"
146,SPL,일반,"세인트존
점수
0 :
점수
1 해밀턴","승
2.08
무
3.15
패
2.65","01.05 (월)
00:00"
147,SPL,일반,"마더웰
점수
0 :
점수
2 애버딘","승
3.90배당률 상승
무
3.25배당률 상승
패
1.63배당률 하락","01.05 (월)
00:30"
148,프리메라,일반,"발렌시아
점수
2 :
점수
1 레알마드","승
5.20
무
4.50
패
1.31","01.05 (월)
01:00"
149,프리메라,핸디캡,"발렌시아
점수
3
H +1.0
:
점수
1 레알마드","승
2.60배당률 상승
무
3.70
패
1.92배당률 하락","01.05 (월)
01:00"
150,잉FA컵,일반,"아스널
점수
2 :
점수
0 헐시티","승
1.20
무
4.80
패
7.40","01.05 (월)
02:30"
151,잉FA컵,핸디캡,"아스널
점수
1
H -1.0
:
점수
0 헐시티","승
1.81
무
3.60
패
2.90","01.05 (월)
02:30"
152,프리메라,일반,"에스파뇰
점수
1 :
점수
2 에이바르","승
1.69
무
3.25
패
3.60","01.05 (월)
03:00"
153,프리메라,핸디캡,"에스파뇰
점수
0
H -1.0
:
점수
2 에이바르","승
3.15배당률 하락
무
3.30배당률 하락
패
1.80배당률 상승","01.05 (월)
03:00"
154,NBA,일반,"클리블C
점수
90 :
점수
109 댈러스","승
2.70배당률 상승
-패
1.24배당률 하락","01.05 (월)
03:00"
155,NBA,핸디캡,"클리블C
점수
95.5
H +5.5
:
점수
109 댈러스","승
1.70
-패
1.70","01.05 (월)
03:00"
156,프리메라,일반,"소시에다
점수
1 :
점수
0 바르셀로","승
6.80
무
4.60
패
1.23","01.05 (월)
05:00"
157,프리메라,핸디캡,"소시에다
점수
2
H +1.0
:
점수
0 바르셀로","승
3.10배당률 상승
무
3.70배당률 상승
패
1.71배당률 하락","01.05 (월)
05:00"
158,NBA,일반,"디트로P
점수
114 :
점수
95 새크라멘","승
1.51
-패
1.94","01.05 (월)
08:00"
159,NBA,핸디캡,"디트로P
점수
111.5
H -2.5
:
점수
95 새크라멘","승
1.67
-패
1.73","01.05 (월)
08:00"
160,NBA,일반,"마이애H
점수
88 :
점수
84 브루클린","승
1.66
-패
1.74","01.05 (월)
08:00"
161,NBA,핸디캡,"마이애H
점수
86.5
H -1.5
:
점수
84 브루클린","승
1.76
-패
1.64","01.05 (월)
08:00"
162,NBA,일반,"뉴욕닉스
점수
82 :
점수
95 밀워키벅","승
2.66
-패
1.25","01.05 (월)
09:30"
163,NBA,핸디캡,"뉴욕닉스
점수
89.5
H +7.5
사전조건 변경
:
점수
95 밀워키벅","승
1.73
-패
1.67","01.05 (월)
09:30"
164,NBA,일반,"피닉스
점수
125 :
점수
109 토론토R","승
1.66
-패
1.74","01.05 (월)
10:00"
165,NBA,핸디캡,"피닉스
점수
123.5
H -1.5
:
점수
109 토론토R","승
1.76
-패
1.64","01.05 (월)
10:00"
166,NBA,일반,"LA레이
점수
88 :
점수
87 인디애나","승
1.91
-패
1.53","01.05 (월)
11:30"
167,NBA,핸디캡,"LA레이
점수
90.5
H +2.5
:
점수
87 인디애나","승
1.68
-패
1.72","01.05 (월)
11:30"
